"respondent_id","age","income","visits_per_week","gender","work_status","Consume high-quality coffee for satisfaction","Obtain coffee quickly during time constraints","Secure comfortable space for extended stays","Access internet connectivity while away from home","Accumulate rewards through repeat purchases","Place orders remotely to avoid waiting","Acquire fresh food alongside coffee","Access coffee within daily travel patterns","Purchase coffee during off-peak hours","Support businesses aligned with personal values","Receive guidance for optimal coffee selection","Purchase coffee within financial limits","Find quiet space for focused activities","Choose from options matching current preferences","Experience service in hygienic conditions","prediction_accuracy","rlh","quality_rating"
88,38,35000,7,"Male","Part-time",19.6001499557808,2.44011195194948,1.04097642780502,1.87202257377489,12.2572680966561,0.581876996845741,6.83137132753785,11.2253086607987,4.00409990892788,3.50347831066146,17.0025509918115,6.45436583920953,1.40772166927139,2.89352063112484,8.8851766578448,0.875,0.625,"Excellent"
89,32,48000,1,"Male","Full-time",11.1538182165577,0.836605032887143,1.11764156498035,2.81280151557205,16.0222718091139,1.01987211026664,7.44506984625989,12.766291157137,5.27354863947943,2.26377342777712,19.1658925686975,5.57149824007354,2.00732073713527,2.97387480076905,9.56972033329341,0.9375,0.6625,"Excellent"
90,44,78000,12,"Female","Other",12.2365607075847,2.23839278988413,0.141209759557603,2.72216172286861,6.74215354081339,0.913451725983031,6.5995316604447,19.5481757301538,8.7630387250811,2.50196529138665,14.9031268959665,7.7338423884213,1.8274931830345,1.51520802160584,11.6136878572141,0.8125,0.5875,"Excellent"
91,43,93000,11,"Male","Full-time",15.7313678237733,0.835519901993944,0.816193030563991,6.42640920456584,14.4592833559411,2.02893540380762,7.13362178499649,12.9510724989171,2.8920289166422,4.4382887614229,11.9152433277789,5.52307462408745,3.91908601715008,2.95652119222795,7.9733541561312,0.875,0.625,"Excellent"
92,39,40000,7,"Male","Full-time",18.2328829232361,1.11809198336067,1.45109370911599,3.67119752902273,12.930064323479,0.623123332947984,5.32213885898386,14.5331219865177,5.80963668708891,1.87787950588927,15.1507592925889,6.39831572560544,0.925324024120059,3.08612867245817,8.87024144558524,1,0.7,"Excellent"
93,37,50000,8,"Female","Part-time",15.9370683546049,2.00702965973919,1.59194042151793,0.154547597435677,18.5305168159823,1.82935284649209,10.6739593992935,16.870583407458,0.465249463141181,2.45132697369808,11.3532690737127,5.27233326264245,1.7721776112738,1.69423278450601,9.39641232850219,1,0.7,"Excellent"
94,30,110000,6,"Female","Full-time",18.6790824190309,2.80090983305818,1.38781199139585,2.93594118213971,14.8946255674467,0.42506069816077,4.77341356680115,18.4391478835576,3.37378238033307,1.95146764680196,15.0582823793441,1.99577021219591,1.35101351204438,1.60919892438412,10.3244918033056,0.8125,0.5875,"Excellent"
95,46,66000,7,"Male","Full-time",18.1215454885779,2.40290392792564,1.19845558591309,2.14215392880498,11.7018064276982,1.51477099278364,7.97701074285071,16.2590796430064,2.77732192547313,2.23142082337995,14.1119955917481,6.8556696774168,1.57810244900496,2.84643653764652,8.28132625777006,0.75,0.55,"Excellent"
96,30,85000,7,"Male","Full-time",17.8125096283112,0.102706268363797,4.09745597798769,3.33886277282841,15.7677142469526,1.33186555073382,6.94261843824825,15.2376205214275,4.73240034847835,0.782313160608092,13.173745342108,4.64834020440057,0.667945168503095,2.58679114342622,8.7771112276225,0.8125,0.5875,"Excellent"
97,52,64000,1,"Male","Full-time",16.5156250895548,1.76152431301412,2.35180952355094,0.385065880863103,14.000920810469,0.831174940494887,6.96133143613841,15.1099722416845,3.68689990020255,2.85621579562361,14.9585988471916,3.49397036671997,1.43619682452865,3.78385638472451,11.8668376452393,0.9375,0.6625,"Excellent"
98,47,69000,6,"Male","Other",13.6920105387761,1.21174708855398,0.994049529371571,2.98724703032868,13.1808035532171,1.90308530688296,9.84625045811081,18.9332462202596,3.80279949818309,2.31200873361152,12.0327554391428,3.73547129501863,1.51318175620531,2.53354433831037,11.3217992140275,0.75,0.55,"Excellent"
99,33,77000,8,"Male","Full-time",18.556687888945,0.172618890164828,6.0463834029583,4.21769415989454,8.64706452453516,1.52663485438764,9.26614588532048,8.4273195598943,4.73517768873256,2.79772108538063,16.3372388180438,5.13511477878987,2.06372079729837,3.61002652940117,8.46045113625335,0.9375,0.6625,"Excellent"
100,27,75000,2,"Female","Part-time",23.2843459516411,0.350060085742743,2.0319696601921,4.79319680391843,10.8053556768784,1.17904221958048,7.67749727654062,12.3066258299661,3.9727798997315,1.78345865386708,9.59124571476386,7.53960042422008,2.34876184756334,4.3642780325856,7.97178192280863,0.875,0.625,"Excellent"
101,29,71000,7,"Male","Full-time",15.0507621603412,0.386572660327126,1.92579766548869,2.98034054653865,15.818202105407,1.04647443524497,5.80749242604304,15.2954021737337,2.86054835033072,3.04890293393911,12.8824707421843,6.52578750645366,2.08436361839795,4.68949547314348,9.59738720242639,0.875,0.625,"Excellent"
102,37,66000,9,"Female","Full-time",7.62744819359337,2.57338006924071,1.57547965204348,3.76106629359719,13.8856906075452,4.91836058195997,6.91261933747608,15.145061255642,4.0103075736857,1.94752802940512,11.4338665005734,7.09708330359786,2.49679947322073,5.51265232840795,11.1026568000112,0.75,0.55,"Excellent"
103,33,35000,6,"Male","Full-time",13.1500863435539,0.19555924501496,1.91157745317454,0.146583533608856,13.8418102704469,1.30884025651726,6.96570832590618,21.1859801803282,3.18325090099158,2.31747947031969,15.9755975492431,7.71517448517332,1.27720368226456,1.74002517379264,9.0851231296643,0.8125,0.5875,"Excellent"
104,32,112000,4,"Male","Full-time",16.0539561420031,1.69431009733616,1.8187414067513,3.64373516382301,19.4859800401434,0.616097757434608,9.12110035141295,13.6984119315396,2.51409303669134,1.44856635623187,9.80068654219585,6.40810319557115,0.946631163938499,2.81118365728896,9.93840315763817,0.9375,0.6625,"Excellent"
105,27,111000,8,"Male","Full-time",16.0043175762819,4.36395389038767,0.711719457027138,2.20552105230473,12.8802145763975,0.393921150730572,11.4570420052847,10.9015268305727,3.22386877915601,2.16077946554831,14.2569158635732,5.655397561227,0.155797873356428,2.07661551612249,13.5524084020297,0.9375,0.6625,"Excellent"
106,35,53000,5,"Male","Full-time",19.6446242137948,2.36387150403079,1.45566358227877,4.07440104624309,6.42133253473387,0.957601321834428,10.9740222210556,20.8177847221741,4.47584289972823,1.13066974416619,11.7395491529313,1.54571105766831,1.79479388846443,3.22055724677839,9.38357486411764,0.875,0.625,"Excellent"
107,29,72000,9,"Female","Student",15.0246329539699,1.37516251640213,1.5225098351281,2.48075106456915,12.9361633105545,3.3059442300025,5.64833505776293,15.5188699063541,3.75126571428086,1.58194685352846,15.4686583941524,6.08202961404767,1.37943574977559,2.07095854352202,11.8533362559497,0.8125,0.5875,"Excellent"
108,22,103000,7,"Male","Part-time",17.4309510439941,0.431740196714584,2.31634840226173,1.88231107958936,4.67605181762049,2.75375694007812,11.4666544883678,15.4273185965395,5.47628510629194,1.6998732343762,15.6138815222872,5.28374235690876,0.207341857946339,3.76721953222169,11.5665238248022,0.875,0.625,"Excellent"
109,32,95000,6,"Male","Full-time",16.9798288316188,1.39574922245302,2.48095990216351,2.57311536583483,14.9351872087009,2.67140119532749,5.88369386494634,9.48781890950536,4.66758898908163,1.77313048941497,15.1646876423235,3.65243358798337,1.96984189686832,2.61049509228369,13.7540678014943,0.8125,0.5875,"Excellent"
110,42,101000,6,"Female","Other",19.7048803020251,1.4671072282467,1.51084514866733,0.161089323211886,13.384131306976,0.327081872461719,7.33975201256064,15.8562174111657,3.9712839560632,1.62045103569688,17.6262932160512,2.0871816782966,2.31890446245235,3.66003800531878,8.96474304080588,0.6875,0.5125,"Excellent"
111,30,54000,11,"Male","Full-time",12.4195703055954,0.971914952363538,1.51810432170645,3.38967723332463,10.6339130079328,0.813041005764379,5.59228239370452,16.9667075216792,5.76053023861537,0.970848631759882,15.6586830955193,5.72581903404816,1.42363742949868,2.81271663831163,15.342554190176,0.875,0.625,"Excellent"
112,40,127000,7,"Female","Full-time",13.3873571296607,1.88261626181759,1.44326528568247,2.64316567982354,14.2417573741729,0.189251705629241,11.4852727611215,9.56164963911981,5.23323813344504,1.40262094811616,16.4435943327346,6.44078075239688,0.872809865942095,2.68637341765943,12.086246712678,0.9375,0.6625,"Excellent"
113,22,52000,8,"Male","Full-time",3.86120333427291,2.46231641828317,0.172101518856136,5.27793642449891,13.50347393978,0.683755045582069,9.92025898168705,20.4735094242112,3.58911365429459,3.40198420888035,12.5023203025939,8.66506645565891,2.52816167688639,5.28528201001246,7.67351660450196,1,0.7,"Excellent"
114,35,90000,5,"Male","Full-time",14.4827234842132,1.45314419517236,0.136575191834747,3.10124735935995,15.7931918115414,1.01254065785992,10.6626828809827,8.09597239993829,4.07672893151878,4.95548078240545,13.3411148467101,5.58682279651295,1.77875358797209,2.25768621862964,13.2653348553484,0.875,0.625,"Excellent"
115,39,78000,9,"Male","Full-time",15.8682258388584,1.93654334394595,2.68407436472952,3.77281075412938,11.6917904820046,1.07225379958811,8.24934493465797,9.16320336189866,5.0521192578614,1.84042271815055,12.893222375009,7.08079635744729,2.46711283104971,4.94879759693233,11.2792819837371,0.75,0.55,"Excellent"
116,37,67000,2,"Male","Student",13.0418996889245,3.8101564073803,1.79458003715786,3.920051233961,13.0969478345826,0.964247722566578,3.512572767797,18.6818508681704,4.12371157672646,3.03803239813973,13.3143046209503,6.80547793337685,2.39788506451805,2.29597921135982,9.20230263438857,0.8125,0.5875,"Excellent"
117,36,67000,5,"Male","Student",13.1528118787483,1.56814658222649,1.34798091785295,5.65772794119236,20.2992356505396,1.57973238604037,9.29469708972709,16.8560113354244,4.4299288433233,0.249659152789642,15.5720927013982,1.69837984476611,2.13448943523857,0.284961372882364,5.87414486785028,0.9375,0.6625,"Excellent"
118,30,55000,7,"Male","Other",11.489755614086,1.69708002025274,1.16230321780269,2.24015291626316,19.892349687304,2.00222966456722,6.62715330565026,12.4356491577312,4.3316044353442,0.677232709907341,12.3135674969341,6.25625566778585,1.2129585987514,3.95354618088505,13.7081613267348,0.8125,0.5875,"Excellent"
119,28,107000,6,"Female","Full-time",13.1481382474513,1.64337101301686,1.11718246367496,2.97703876351012,15.2668585516301,0.137174908019689,8.32036037193528,14.1124571113247,5.35341588995308,1.93263784065057,15.3005575543032,5.21868753553697,2.01930693860044,3.32477173745226,10.1280410729403,0.75,0.55,"Excellent"
120,27,77000,4,"Female","Full-time",13.876897765823,1.24360178044167,0.155556488532184,3.25238739310189,16.2586320271903,0.118793375339971,12.36655430104,9.93858550122966,3.38497182404999,1.51059217979594,15.9101225742938,5.33201005811247,2.39789447761968,2.50265418199154,11.7507460714378,0.8125,0.5875,"Excellent"
121,54,49000,4,"Female","Full-time",5.19204545210589,20.0880944539715,2.74707928555464,3.96885494104793,3.74080611996696,2.32078877802297,5.13927948499843,7.33882567455756,9.02132794981213,2.36046909279241,10.9056328390091,15.4413632788632,2.13766713600651,4.46315524193048,5.13461027136033,0.875,0.625,"Excellent"
122,41,38000,3,"Female","Other",6.48782816319067,26.1284332966567,2.60559809660998,4.55978641187652,4.46077873409626,2.05765233204971,8.85084802493752,6.67419017517638,7.71492958976065,3.10622224664149,6.07040478786964,11.0169973158802,0.405474603934876,3.3592172673008,6.50163895401857,0.9375,0.6625,"Excellent"
123,34,62000,5,"Male","Full-time",7.10580988691373,17.7152773230895,2.63521121429371,4.94237723503457,4.42932807626784,0.369600836231138,8.18327228681819,7.24872834455404,7.77059114423882,1.82926248378914,6.12701428891433,18.6039062410492,2.47424756985314,3.55210954453268,7.01326352441997,0.8125,0.5875,"Excellent"
124,39,63000,1,"Male","Full-time",6.17595365855589,16.0148209927493,3.96037347313608,3.2907365566921,4.47260204473951,2.01379722057815,7.37020150710472,5.85379174870591,6.62792535672322,3.47531507697286,4.86251792213657,17.5957617355951,5.79655778023902,6.51839805875241,5.97124686731915,0.875,0.625,"Excellent"
125,55,65000,1,"Female","Student",7.690182117669,16.1438353696305,2.4789262406578,7.84472249106831,2.75198885366052,2.90060524164358,5.66105706759822,5.12839880709568,8.36362939062331,1.14211382958417,9.16234349967447,16.6652624608222,2.07748996568501,5.40447480080261,6.58496986378458,1,0.7,"Excellent"
126,49,69000,1,"Female","Part-time",12.8123898889822,16.7362174780804,3.13418868258766,7.38335332680417,4.7629412387555,1.3991514193283,5.25634554108392,3.6269267944262,7.970524668281,1.53041113621313,7.53502757950023,15.2931062271082,0.32717968287977,4.09364616364454,8.13859017232474,0.9375,0.6625,"Excellent"
127,57,42000,4,"Female","Part-time",7.32022252314548,20.803910857292,3.24502686831479,7.28687619166204,4.04723028284627,2.23467073879273,4.22371627237545,3.72844052579778,10.113314792716,2.12943260102706,6.37148114315045,15.1620567397799,2.22234061889968,4.06860602922511,7.04267381497531,0.875,0.625,"Excellent"
128,44,43000,4,"Female","Part-time",7.5111758337996,21.9322167684436,2.51455198401584,4.89702800245367,0.538353714512699,1.84383359153468,5.25510744759605,7.39791518984029,8.92424787999707,2.32632078993604,5.25731792275118,18.4583072751727,2.83914178552916,5.78780703145471,4.51667478296262,0.875,0.625,"Excellent"
129,47,54000,1,"Male","Other",8.65767040364554,15.9617308134278,2.93693168758925,4.23596538018462,4.69740104531533,1.31538002009118,5.5500608794625,6.98653113851822,7.84534682481784,3.67385926170379,8.01304103367077,22.1843630792864,3.81973292279794,0.14432803658563,3.97765747290321,1,0.7,"Excellent"
130,35,59000,6,"Male","Part-time",7.75431758047921,6.45253607705826,3.34069710458969,4.90076324508961,2.47268155015264,2.23151261132315,7.8115437250143,8.07386159249962,11.091733053474,2.53464119896485,8.27350645938495,16.0059628342519,3.12731290645844,8.42210663931544,7.506823421944,0.75,0.55,"Excellent"
131,49,45000,7,"Female","Full-time",10.797997945775,18.8261229461975,2.59526725240995,5.88849670421482,8.83027283274309,0.668266140697115,6.1078040522267,3.69266963929599,5.49989600404363,1.83251768058153,5.88429838202374,17.7350817745909,2.20347202070972,5.16519965279386,4.27263697169651,0.9375,0.6625,"Excellent"
132,36,44000,5,"Female","Full-time",6.91700944228659,18.2374598614666,1.45415184420403,4.60211224024658,4.27887740091878,0.984290618022344,3.78410705896799,4.10355299952935,6.05833639482055,1.85400242194462,8.92918405466401,24.525780699523,3.06386511342463,3.46246422759088,7.74480562239005,0.875,0.625,"Excellent"
133,25,41000,2,"Male","Other",7.26063067452151,23.928426651985,3.15844737125752,4.77661691570913,4.03130052832088,2.74925129554217,5.79471001434295,0.577255564622031,4.74898895595108,2.37867180025223,8.51438990382936,18.4574278770488,3.16354514504856,4.39755239382564,6.06278490774319,0.875,0.625,"Excellent"
134,44,72000,3,"Male","Full-time",6.07107833378378,14.0498500885681,0.141222862468338,7.04177116197809,4.01031977440685,1.81481092199068,7.14424633392852,6.65144914532081,10.19062335561,3.7105555581524,7.85973303757152,17.9321289075039,4.2893180325322,3.40976039466518,5.68313209151961,0.9375,0.6625,"Excellent"
135,65,25000,2,"Male","Full-time",7.75857065850627,21.3768464961784,0.168328080031718,10.5210185717493,4.47524102569907,1.53775045724779,3.00886839606725,4.70208156309601,8.25882280539613,2.42427825914699,7.06434926216448,16.5859057157169,2.44009355323472,3.12900731387931,6.54883784188568,0.6875,0.5125,"Excellent"
136,52,47000,1,"Male","Student",7.68096352428261,14.7360505500145,5.34359902127533,2.9022640655887,3.59170147392333,1.13425398533217,7.12701234078511,6.63629200193543,5.38695253861082,1.88839163668757,5.84583720478268,24.3744343869059,2.58317922148279,4.99247597114837,5.77659207724468,0.8125,0.5875,"Excellent"
137,56,51000,3,"Male","Full-time",7.80612117769844,21.8500928591002,3.26577966407275,5.17358326831709,5.94417322669405,2.97346035420865,8.29675263637022,4.72019708465843,11.2767977845745,2.53785922414629,9.49064933376804,5.77427099778977,0.980809761367339,4.13834097450208,5.77111165273221,0.9375,0.6625,"Excellent"
138,46,34000,2,"Male","Other",7.43800674522921,23.190649524374,7.18916189496094,3.71556311639106,5.39372145531601,2.0952432295998,6.95067158236665,4.89357018984439,6.08584008230005,2.45079269782537,7.50661276135443,14.3230459071949,0.116129437153694,3.06931715409748,5.58167422199202,0.875,0.625,"Excellent"
139,35,56000,1,"Female","Full-time",5.73206945470001,23.2426791783532,3.43001895559673,6.00596620445909,4.16707452811254,1.33773477239076,3.91881376182641,5.7073932902605,11.4427545232727,2.56532940661784,4.12487877932944,15.5323661292466,2.98960886523339,7.71068181634184,2.09263033425892,1,0.7,"Excellent"
140,40,25000,1,"Male","Part-time",11.7535323391468,13.8424066513306,1.69846219012002,3.11066557604039,5.92071164601518,1.69255248746621,6.11690101531574,6.88073588577073,5.6339396538591,2.18338147309434,8.55521054068527,20.111268646954,2.25125202030341,4.73729055404255,5.51168931985566,1,0.7,"Excellent"
141,39,64000,2,"Female","Part-time",6.35935410731327,13.4416302233889,2.78378132768872,6.61764217983914,5.37447127207316,1.11822091198259,7.9439716525551,5.4974166014979,5.94255252445301,3.00270436049075,5.88898070732904,21.0809584750131,0.41243364825238,6.0459501034771,8.48993190464581,0.9375,0.6625,"Excellent"
142,36,25000,2,"Female","Full-time",9.03389276891444,16.8275126325043,2.64046729741941,3.81752566368577,0.432821363256667,2.36010743298365,3.33363304129621,5.7381047247136,8.57247757116955,1.60813182883801,5.48381224625442,23.9805726552807,3.7864213057908,7.95391296410958,4.43060650378293,0.875,0.625,"Excellent"
143,50,25000,3,"Male","Part-time",8.17461994351144,24.3051112707248,2.68914009530265,4.92730851734011,2.7837385715618,0.843394977335155,4.35948850864517,6.07458687824393,6.78403284478396,2.00002082008356,8.42863660136008,15.4667249855259,1.93598289391334,4.05778620460784,7.16942688706031,0.9375,0.6625,"Excellent"
144,28,39000,2,"Male","Full-time",8.32905828371499,22.0605716841395,2.15773702158376,6.02325864826341,3.05937835586923,1.88926857459179,6.76637829994773,5.90814881357316,6.10489298572034,0.194200326993894,7.70974254696784,18.5442983680875,2.50044740871806,4.53990104587284,4.21271763595602,1,0.7,"Excellent"
145,52,52000,2,"Female","Part-time",9.44512079629802,24.7470713611917,3.78220435997279,4.79170898080385,5.09011861136338,0.387876277916966,11.2504094045448,6.97934124774396,7.65549063097844,1.72722143188907,7.84721272663208,6.75316069246949,3.91150781712196,3.31570295156505,2.31585270950853,0.875,0.625,"Excellent"
146,52,40000,1,"Male","Part-time",4.06790550918649,20.1412451428655,4.00703045743755,5.13510201076616,4.5265868275207,1.42065005900964,9.1803199864777,3.79677176782479,3.64002378520911,2.57378526639279,7.0396600945058,20.5643105828923,2.69598517115279,6.67540999673042,4.53521334202829,0.75,0.55,"Excellent"
147,28,42000,7,"Female","Part-time",7.48654000973394,22.075636468752,2.88804211382258,6.92167333253342,4.20801485308597,2.17094622132679,7.89924828504358,7.08397653925535,5.94871442546982,2.67583554076533,8.65069710523668,12.508915172252,2.68219867071178,2.50815872255327,4.29140253945752,0.875,0.625,"Excellent"
148,50,55000,3,"Female","Full-time",6.18734310079795,22.4176052516964,1.41568935310685,3.06154782307788,3.01596979068731,0.495665283004663,6.91667964150307,7.08180098467177,8.34053018827467,1.54021244248054,8.12070638965863,17.1184670226296,0.227764970862071,7.48062295658013,6.57939480096849,0.8125,0.5875,"Excellent"
149,71,34000,1,"Male","Full-time",8.14830832145701,15.4723101806663,1.78858994536548,6.34172854726341,3.46925057203161,1.60925772310011,7.8639160213779,5.00593923972189,3.04018196105255,2.08826863440895,7.07116297813744,19.8919778291064,4.97555919612656,6.87111150984378,6.36243734034061,0.875,0.625,"Excellent"
150,35,49000,3,"Male","Full-time",7.27443461594309,17.1193773827289,2.47283883388777,5.49413742933135,4.32340244706564,2.49832277169301,5.69114211655235,6.64203918485396,5.74416354984036,2.69407038327669,7.50636713015312,15.0753099509072,6.60778906441686,2.84977746987299,8.00682766947672,0.875,0.625,"Excellent"
151,52,57000,3,"Female","Full-time",6.56510089422071,17.5140768294762,4.95230515561915,5.4352975339523,3.90220961181813,1.0741639061475,5.82103570209426,3.46058493972995,7.40845538445224,2.21302764302824,5.05441930739489,25.2011229117517,2.06665448281529,4.03542881490675,5.29611688259269,0.9375,0.6625,"Excellent"
152,33,75000,3,"Male","Full-time",5.23690998403128,22.8263491330406,4.75251225663214,4.69517697077688,4.61165659976079,1.22682330856971,5.02981789928804,6.57254267878092,8.48881242396479,0.279356952220003,5.26994712337502,17.1418998731556,3.41685371564864,3.60571433647179,6.84562674428375,0.875,0.625,"Excellent"
153,55,57000,5,"Male","Part-time",12.3841264469159,17.8856009015574,1.59378663519165,6.61973940937796,0.406053732069652,2.34472230726014,3.85007844404389,3.56039347722264,10.6960137885042,5.94789480490264,5.18177832577534,18.9073951685448,4.57251934210796,1.16268531372933,4.88721190279653,1,0.7,"Excellent"
154,45,76000,1,"Male","Other",8.042548416253,25.2526416139526,2.12556357878298,5.40909321593388,3.86829651676191,0.506812953037461,4.82216085977136,6.77445413795624,5.29594734700895,2.46653769350748,5.60184001081995,17.4734259900663,1.84803881899083,4.26510108071148,6.24753776644558,1,0.7,"Excellent"
155,62,57000,2,"Male","Student",7.86117744698091,13.2412358218018,2.35515124282113,4.41809642262889,2.57913708857383,0.413423770120136,8.01864497024592,5.62249601973663,12.290291325512,1.98753322343605,3.6440897209699,22.0730036975429,2.08652428575699,3.86121623693901,9.5479787269339,0.9375,0.6625,"Excellent"
156,24,50000,1,"Male","Full-time",8.67273675885337,21.1403744092241,3.36040770765645,5.78630449972588,5.27740199725547,0.785819108385474,5.54249388172335,5.34677214887133,6.47312952593454,2.83608428747851,8.62967217162705,15.8980367924177,3.3295220311156,1.50238756894758,5.41885711078359,0.875,0.625,"Excellent"
157,41,25000,3,"Female","Part-time",11.4533059256388,21.5345400035817,2.39394204730051,4.20535905679651,4.21079419080158,2.59029210136219,8.17557842869631,6.89104694798483,2.42896298750943,2.09513622106585,3.41397611042825,15.2482210069325,3.09122254156701,5.32272932897308,6.94489310136145,0.75,0.55,"Excellent"
158,36,32000,1,"Male","Full-time",6.81831491936614,10.4153753073491,2.60997083155635,5.85811811682937,3.90104395144006,4.81890813999864,6.13196578431484,8.13168126181557,8.35652263749014,3.61515530994776,8.65600885019851,16.065581967342,3.18946702109896,5.22552042145419,6.20636547979839,0.8125,0.5875,"Excellent"
159,40,45000,7,"Female","Student",8.1721789192944,18.0387019807687,3.25630373700455,2.90250700274953,5.79268054025567,1.35072147918682,3.93373800552776,8.73673070604841,6.43257679227178,2.01890775238613,6.80760186461686,23.4795778512808,2.40435403200916,2.26094719756816,4.41247213903131,0.875,0.625,"Excellent"
160,34,61000,1,"Male","Student",4.73420506195309,18.6644093869896,3.28806376800891,5.57811658424137,4.44012608756972,1.37469788253886,5.82463425800152,4.79033142081596,5.24247000884508,1.57152984859153,7.11393624191349,25.8887748926208,0.226938441938072,3.3515001293897,7.91026598658225,0.875,0.625,"Excellent"
161,32,45000,1,"Male","Student",8.0666962471203,24.1226450420981,0.12954128190545,6.00725224211614,4.15279870751931,1.23147595394717,8.41051518413206,5.10532225867899,6.19496242892246,1.40231100116382,2.75771972398127,18.967682207537,3.36213652444094,3.67024350839036,6.41869768804666,0.875,0.625,"Excellent"
162,49,58000,3,"Female","Student",8.60826936356537,26.9958472715618,3.21441440300818,2.94081682597879,5.97545886101533,0.223820746369079,8.06801391027106,0.758656696568589,7.78412289330482,2.8322561936751,6.87974614806611,16.9457934252507,3.60836725371514,3.63722206152583,1.52719394612412,0.8125,0.5875,"Excellent"
163,29,34000,2,"Female","Part-time",7.25854086218249,11.4179419099578,4.10551082108332,6.83472321344321,3.68739439351908,4.36625762954307,7.62283167316692,6.58090971453844,8.08015136539748,2.35892747803337,6.20314388707568,16.0411409432241,3.30734035773359,6.90599937435946,5.22918637674205,0.875,0.625,"Excellent"
164,60,46000,3,"Female","Part-time",10.1219735333074,19.7336382158644,2.60408052452063,4.10458825501594,4.04277962227178,1.41844136993696,5.32757098605025,6.636338915609,6.03244748198601,0.24696086390861,8.12416106078523,17.7758492009322,3.53040324426833,5.18110524456189,5.11966148098149,0.9375,0.6625,"Excellent"
165,28,53000,1,"Male","Full-time",6.81778987111298,17.1500814754546,2.71492635329068,5.94407591812017,3.76300745067928,0.27300910529608,7.26906922721722,5.38371892739217,8.50812365542679,3.2360126086856,5.12311180137583,17.6583168861021,2.89305130355565,5.70416681110181,7.56153860518904,1,0.7,"Excellent"
166,43,45000,2,"Male","Full-time",6.59625710303308,18.8601450995619,3.58598681070158,8.35131124380369,3.04048746798558,0.193290905401414,2.53160365055199,4.46628806524632,5.28359653706248,2.51081824716222,7.82384017933427,18.780195321424,3.90683061208091,6.12783527605916,7.94151348059144,0.75,0.55,"Excellent"
167,48,52000,4,"Male","Full-time",10.1052253252277,21.3043148178245,2.7022991514448,4.95465344650625,4.1723723733008,1.88649182284878,7.53633607043199,4.39839477820182,5.10715018406469,2.90999603865164,5.25070061605809,16.6747254076528,3.71533498737381,3.6444598323315,5.63754514808084,0.9375,0.6625,"Excellent"
168,49,40000,2,"Female","Full-time",10.365519620579,21.4979968761752,2.01085678616289,1.25478241859873,4.6019876588489,1.72439291457928,4.83834963616465,7.76580515054913,5.53669355567331,2.32932773933235,13.2680349017765,15.7098592864587,0.196459786773355,4.64675053566874,4.25318313265924,1,0.7,"Excellent"
169,38,56000,1,"Female","Part-time",13.0530817177276,11.5332892856909,1.99127740062128,4.70805635592746,4.5847789757667,2.02818274632257,3.67223243200138,4.84298578523416,6.45807034148515,2.80970589680744,8.78758223476761,18.9897243631138,3.08758168807752,6.91425714112614,6.53919363533033,0.75,0.55,"Excellent"
170,43,49000,1,"Female","Part-time",2.5748462454041,16.9307057978071,3.55589900331451,5.60498171612175,0.160861250454807,2.36588919963614,4.20190606160175,8.38714140285777,8.30657997412023,2.67884604093049,10.625836968907,22.8663441135011,3.85134922983258,5.6832577396813,2.20555525582935,0.8125,0.5875,"Excellent"
171,54,49000,4,"Male","Full-time",7.73213580225784,23.6677287497276,2.39681963321222,9.44095342057206,2.52804698798548,0.572216149852533,4.9981670587718,4.05244578432305,9.23786251933685,2.73794536749891,4.15245129523947,13.7975429820687,2.84906299398776,2.38649458008431,9.45012667508145,0.8125,0.5875,"Excellent"
172,25,25000,2,"Female","Full-time",5.45221443304314,28.5712639247249,3.54238020035908,5.53602072298829,3.33525359921647,2.70741441650579,4.43509108839468,0.70834146120841,9.47353399887061,2.14574374252647,3.34522417253781,18.3572611707226,2.90186218568935,4.03579181644375,5.45260306676864,0.9375,0.6625,"Excellent"
173,33,40000,2,"Female","Full-time",5.67181075082614,24.4584708693111,0.572447613119269,4.44363091227079,3.48640147763253,1.93790478074971,7.76179246533494,7.04490845422865,7.89349696478573,2.14501533085514,10.3844961200821,11.0546990197412,2.57010451536441,4.98662333730076,5.58819738839752,0.9375,0.6625,"Excellent"
174,46,28000,1,"Female","Full-time",6.15339389363788,22.5730717133993,2.38668188030698,4.69001985692948,3.41013870440401,0.906746720768557,6.50803741569071,4.73553183749561,6.73714934898922,1.75002293386208,8.21585276141344,18.6433636967098,2.97876452769614,4.71360724892218,5.59761745977465,1,0.7,"Excellent"
175,37,26000,3,"Female","Full-time",10.4547798675348,21.7609449135965,0.241907134710395,3.62828314465414,5.00784402892915,0.716791988657853,9.67091301754172,5.36607130943959,8.09807649417651,2.7046859322523,6.69484495483439,16.3144832977313,1.60008388347571,2.81152602462355,4.92876400784213,1,0.7,"Excellent"
176,58,43000,4,"Male","Other",9.419054244378,15.1351410171105,2.00926420982397,5.9706471249777,4.10860744860381,4.46826839498017,6.25691023347183,5.09453190765011,10.388242992634,2.45312699964492,6.40729468090437,14.4518731183594,4.28704616484097,4.20114320690733,5.34884825571289,0.875,0.625,"Excellent"
177,50,48000,4,"Male","Full-time",9.6726404266244,14.9973448635181,6.79082946426956,6.51636207492486,4.43011919046707,1.17500437595441,6.93492031130204,5.207612388171,6.66374048529766,4.01772618752283,7.80826027651497,13.3306943473064,2.86328861048472,4.81537240548513,4.77608459215682,0.9375,0.6625,"Excellent"
